text,label,lang
water our water water still damaged month tap water water path unsafe needed morning,water,en
power illegal action people urgent water supply waste cut road dirty tank office request morning,sanitation,en
waste morning flood dust dirty request old ward waste dirty month came morning,sanitation,en
smell still since supply pipe last area supply pipe help office,water,en
street dust plot month road children dust ward wire since road,road,en
children unsafe community month area delayed plot light cut month,power,en
authority community blocked morning smell drain dirty waste power path dirty flood,sanitation,en
water old since land urgent blocked plot help old illegal drain lease title plot cut blocked,tenure,en
area dirty waste dirty dirty drain children night children cut,sanitation,en
morning last water morning power tank missing many please plot land flood lease land many,tenure,en
since authority old street path people wire area month path,road,en
waste promised illegal wire illegal water urgent still please unsafe damaged cut cut meter flood,power,en
tank request tap blocked water pipe families tap affected pipe action please tank path smell,water,en
power unsafe people title water office light missing supply meter meter community,power,en
wire came tank families meter unsafe families supply promised cut,power,en
road again dirty dust morning wire lease wire land dust urgent dust people street water came street,road,en
missing wire children waste dust promised tap cut dirty broken supply broken dirty urgent,water,en
road power wire needed power cut tap help tank drain meter night,power,en
tank water cut unsafe please please cut delayed broken meter pipe wire authority families needed,power,en
flood waste missing our waste action drain waste authority waste flood affected since,sanitation,en
cut again came our water supply unsafe request supply supply still water promised dirty,water,en
unsafe blocked again wire tank dirty broken many blocked families power ward waste illegal meter month,power,en
pipe action water people broken water supply illegal people light broken families drain lease light illegal needed,water,en
cut our tank needed supply tank cut tank cut please,water,en
illegal dirty people power office street nobody needed area road dirty path drain drain,sanitation,en
illegal help again flood waste authority path street street path path,road,en
since still street nobody plot street street month plot month road community cut,road,en
street please since pipe wire road flood help ward waste unsafe area nobody,road,en
title request title title lease flood missing last action ward land old damaged,tenure,en
nobody came dust request old dirty wire road flood dirty drain community our promised,sanitation,en
drain illegal came dirty land missing needed office lease land,tenure,en
cut street morning community water tank damaged wire land blocked damaged illegal came path urgent damaged,road,en
night again path came waste land our nobody blocked month blocked,sanitation,en
last blocked illegal authority water land month meter title last request flood broken,tenure,en
broken nobody light people nobody dirty morning light path supply pipe,water,en
night drain people area drain help our old tap action flood dirty dirty,sanitation,en
waste flood our waste smell ward many drain office needed since waste dirty,sanitation,en
month office old lease damaged children old plot missing office drain,tenure,en
light missing morning nobody road again land request path land nobody delayed damaged lease,tenure,en
street again many flood blocked dirty still path road dust dust,road,en
waste dirty path our waste wire light night drain night flood wire morning waste,sanitation,en
title authority damaged street people ward promised street tank meter,road,en
came water dust action cut affected still water power broken,water,en
authority street help damaged flood road title children broken damaged action dust smell,road,en
month since office blocked blocked since drain meter wire blocked supply nobody,sanitation,en
action needed meter affected waste waste affected action broken broken flood broken waste,sanitation,en
power nobody month water broken area dust cut wire power light,power,en
street street water unsafe flood street night road help lease missing families,road,en
since people unsafe last blocked blocked cut area damaged path children action,road,en
illegal meter broken dirty blocked nobody pipe nobody wire came tank water ward,water,en
supply cut request illegal needed blocked unsafe affected title broken,power,en
dirty still broken water unsafe illegal affected water ward month dust power many meter,power,en
illegal our last still delayed promised unsafe illegal plot children title plot damaged,tenure,en
our street help light last road waste needed blocked unsafe road smell road road,road,en
children waste illegal smell land action illegal old broken illegal since dirty drain dirty area,sanitation,en
children supply request missing missing broken request morning tap month please pipe supply dirty,water,en
broken affected affected lease title path came land morning month land delayed old plot,tenure,en
area waste blocked smell again road water dirty old please,sanitation,en
dirty waste smell families many smell smell water blocked many damaged,sanitation,en
road urgent action street dust broken road dust our path,road,en
meter blocked power power dust unsafe office morning many delayed action road urgent,road,en
cut tap waste month tap morning tap again cut damaged request cut,water,en
flood water water light month dirty request smell drain last flood ward drain children unsafe flood help drain,sanitation,en
dirty lease missing power community street lease community title lease affected,tenure,en
street damaged our road tank community unsafe road area blocked street plot pipe help community,road,en
month supply area damaged pipe lease land office land title still missing nobody urgent,tenure,en
land unsafe smell community office plot help pipe land land title children flood old action,tenure,en
request pipe lease pipe water smell broken supply people came since drain broken water supply urgent,water,en
plot people meter smell help land plot our missing plot street needed plot old,tenure,en
our wire cut pipe supply illegal supply please children blocked tap wire affected people supply,water,en
meter office meter light tank unsafe nobody community tank request urgent wire wire power broken,power,en
families smell promised many land blocked street blocked old street blocked dust title,road,en
community children flood road promised power smell request smell water flood path,sanitation,en
land waste since action waste path supply since blocked delayed dirty waste,sanitation,en
community came drain dirty broken affected blocked missing came urgent cut our delayed meter,sanitation,en
night blocked unsafe waste illegal smell our blocked title dirty action dust still,sanitation,en
old help path title blocked drain illegal morning flood street road many drain,sanitation,en
still families plot urgent dust please street affected lease meter nobody street dust illegal,road,en
last dust path street road damaged dust ward many blocked,road,en
unsafe road supply tap help broken help tank tap power tap please tank month flood,water,en
children came lease dust missing lease land missing plot title nobody damaged,tenure,en
morning path dust path unsafe nobody power needed old since promised,road,en
tap title came illegal meter meter month area water tap supply missing many cut please people water,water,en
last children missing blocked meter title delayed many nobody plot plot our,tenure,en
families cut night cut waste pipe water blocked promised our,water,en
wire supply delayed broken tank delayed last broken action dirty came,water,en
families waste dirty drain please unsafe flood ward broken pipe our dirty,sanitation,en
ward urgent supply pipe broken please land tap still affected broken people supply,water,en
cut supply action cut wire office night wire many community broken,power,en
urgent water night dirty flood flood drain waste broken meter again,sanitation,en
illegal unsafe title lease title old path lease needed ward still delayed office,tenure,en
affected unsafe title wire authority dirty still meter morning land power light,power,en
wire old meter needed dust old power last meter meter light waste people,power,en
smell waste broken nobody families damaged drain area ward needed flood dirty blocked request drain,sanitation,en
tank flood dirty title pipe action supply area pipe our tank pipe,water,en
needed street again month dirty families lease families street road flood dust,road,en
drain power meter illegal dust help power meter power ward urgent meter,power,en
our road children action supply road area power blocked tank street lease,road,en
title area tap land land urgent street authority land damaged title plot tank many,tenure,en
missing tank plot blocked land urgent came street community land dust plot lease land needed,tenure,en
supply title promised meter missing water nobody land meter plot office ward power help night,tenure,en
dust path dust last children waste path help water path night street road path,road,en
month dirty wire authority unsafe illegal morning illegal cut please light power please missing cut,power,en
delayed meter power nobody community promised morning title old delayed morning,tenure,en
street street our power path flood urgent light road request title,road,en
path unsafe blocked our path blocked road cut nobody water dirty people authority,road,en
drain families drain flood affected blocked flood our waste broken old broken,sanitation,en
dust pipe pipe street children area smell smell affected came blocked,sanitation,en
request area nobody supply drain since month damaged old promised blocked drain lease flood smell illegal,sanitation,en
blocked authority waste came path month morning came flood damaged unsafe many smell,sanitation,en
street wire cut came ward damaged power office street request meter meter nobody smell,power,en
illegal lease action waste power water morning community light meter cut nobody needed illegal please dust,power,en
water nobody night pipe path smell water promised supply help community tank,water,en
help area old office water night pipe water lease morning dirty,water,en
illegal morning water lease promised tap supply many water old nobody tap people damaged street,water,en
water street cut missing month pipe land families please pipe,water,en
delayed last land dirty again damaged illegal illegal since title meter lease since dirty please lease waste,tenure,en
water office illegal water since supply cut still unsafe,water,en
meter smell community power request dust light children illegal,power,en
still dirty land wire community delayed title broken drain ward month unsafe authority plot still old,tenure,en
land land needed people missing light land ward urgent,tenure,en
meter cut illegal children area power illegal promised flood plot light community illegal nobody broken,power,en
old path ward dirty delayed nobody area tank pipe affected night cut many,water,en
flood waste drain tank supply still waste cut still affected blocked last water,sanitation,en
authority missing delayed pipe since authority promised help title missing drain,tenure,en
path delayed title power month many children land affected night plot power pipe,tenure,en
community waste dirty people meter nobody promised water blocked still old dirty,sanitation,en
affected again drain supply pipe many ward tap last drain water,water,en
affected cut dust dust nobody flood unsafe area blocked affected power road path path,road,en
power came blocked dust meter lease unsafe flood nobody children pipe flood,sanitation,en
urgent road meter morning flood light many cut morning wire action help cut meter,power,en
dust title road blocked flood title nobody needed office road unsafe tank,road,en
dirty night people dirty supply water dirty water tap smell area our unsafe,water,en
pipe land waste tank cut authority help illegal people illegal still urgent affected dirty land title,tenure,en
light tank title area land needed lease missing authority title still,tenure,en
flood broken help power path action many our action supply flood flood,sanitation,en
land nobody many still delayed missing plot families broken wire land,tenure,en
smell tap since blocked waste water people affected request dirty damaged drain came waste waste,sanitation,en
area cut families dirty community water unsafe request pipe supply still last street water,water,en
month tank tap missing cut tank delayed authority supply families families tap,water,en
land unsafe illegal supply children people title action plot meter title smell our land,tenure,en
many plot title promised many light power wire drain delayed missing,tenure,en
dust cut many cut wire land illegal still action meter water light broken,power,en
morning urgent came path wire unsafe dust power unsafe morning,road,en
our damaged smell plot request help title nobody morning blocked land road,tenure,en
smell dust path came community meter families wire damaged blocked action many path illegal flood,road,en
still drain dust cut since blocked people action flood blocked,sanitation,en
request water water request delayed illegal morning title last missing title,tenure,en
last area office please unsafe water tank since supply street illegal broken,water,en
cut pipe tap dirty urgent broken still many plot,water,en
land land blocked lease month action missing month dust again pipe,tenure,en
people waste smell please broken drain waste please flood people nobody water waste,sanitation,en
damaged promised night street dust dust waste illegal damaged pipe road children affected community,road,en
people dirty unsafe since power water ward land request families cut tap again,water,en
water morning tank road many affected cut cut promised illegal affected dirty delayed broken,water,en
promised lease authority authority authority broken land missing tank people,tenure,en
drain water wire please waste street dirty street dirty still area month drain,sanitation,en
cut tank morning help tap still old street dust many waste water help,water,en
path office office waste came blocked ward children blocked drain families,road,en
damaged road dirty authority last dirty again road street wire ward street help,road,en
title tap smell cut blocked action office urgent pipe tank supply night community,water,en
came delayed request old power again title lease title,tenure,en
flood water tank dust children community office supply unsafe tank supply supply,water,en
drain dirty came action title waste wire drain title people broken families lease smell plot our waste waste help,sanitation,en
blocked office children blocked blocked blocked dirty blocked damaged delayed people,sanitation,en
tank again cut dust flood power community power action lease night needed,power,en
families drain plot broken plot waste last authority nobody missing month lease,tenure,en
water supply urgent tank water water help title dirty ward pipe street old road community,water,en
night drain blocked broken dirty affected since drain waste again light help drain flood flood nobody,sanitation,en
waste still lease unsafe water plot area flood many please old,sanitation,en
illegal unsafe dust since affected urgent last cut cut cut wire lease missing drain,power,en
road damaged children many morning office unsafe authority path pipe tap dust water wire,road,en
families title power title office title urgent missing people help title lease power illegal path title lease power,tenure,en
came last path affected flood street lease illegal,road,en
came nobody blocked road street street area road many street smell missing month,road,en
unsafe affected water path many meter promised promised ward dirty help blocked,sanitation,en
meter road power dust month unsafe unsafe tank damaged promised help damaged flood still street authority morning,road,en
waste since urgent unsafe authority request month title wire drain drain drain,sanitation,en
morning request power plot needed meter cut still cut broken help cut,power,en
authority drain broken land smell ward blocked morning last dirty smell cut flood promised,sanitation,en
promised cut cut tank supply authority wire broken smell drain area tank dirty urgent tank again morning,water,en
affected morning many land tap damaged dust nobody people tap pipe cut plot affected,water,en
waste blocked old old families many flood path waste area waste month request plot,sanitation,en
waste smell drain ward missing children smell waste delayed still flood came families,sanitation,en
illegal since area meter power authority cut missing community authority power meter cut power light broken,power,en
office title street since land flood street unsafe broken land since,road,en
drain dust street again children road request missing plot,road,en
many tank morning supply power plot office last water tap pipe please many,water,en
power power flood wire area broken families came dust our,power,en
water cut tap pipe our supply supply request families since again flood,water,en
promised unsafe ward broken unsafe ward tap authority plot wire needed tank night supply tank,water,en
since many illegal pipe night meter night please meter meter power meter lease unsafe pipe children,power,en
our came flood cut dirty old pipe children old supply pipe dust please,water,en
missing office power land illegal flood since needed smell flood lease illegal plot water again,tenure,en
supply blocked area illegal water smell nobody waste affected meter waste,sanitation,en
supply again since supply old road last again office water supply old missing broken street tank tank since tank,water,en
pipe cut still cut area needed pipe still drain supply again nobody pipe water,water,en
waste authority waste month waste path drain nobody came light flood unsafe water promised dust broken missing people,sanitation,en
broken unsafe road dust dust unsafe request action children path plot,road,en
families broken title title illegal help smell night meter our help,tenure,en
people cut title unsafe needed damaged power cut lease came again,power,en
promised meter action light missing power authority promised area meter lease dust illegal our cut unsafe,power,en
supply meter light again path morning request tap drain supply,water,en
path our cut meter ward people path damaged path needed blocked street damaged community land,road,en
action needed flood light power wire night path meter cut delayed came flood affected request cut flood,power,en
area meter ward power affected flood power unsafe water road our many children wire,power,en
land missing plot missing lease came illegal illegal office wire missing action pipe help night area,tenure,en
plot title area last waste flood waste dirty lease promised smell smell,sanitation,en
again plot pipe children title road road damaged community came land dust land,road,en
people land flood broken illegal land office needed smell please light smell dirty night people,sanitation,en
drain flood came night cut dirty wire power dirty flood smell help our dirty,sanitation,en
illegal community authority unsafe ward supply path street path flood last blocked again,road,en
children smell area road water children power again damaged community water authority road,road,en
flood nobody dirty tap last drain lease action action waste drain smell road,sanitation,en
morning nobody smell unsafe blocked water road unsafe please families road request,road,en
old meter pipe path affected damaged delayed damaged needed water people path,road,en
waste request road old since waste nobody area dirty came,sanitation,en
blocked cut illegal morning help waste office illegal dirty people cut illegal,power,en
came broken street children illegal supply smell community request flood drain,sanitation,en
promised road meter dust help road area tank road damaged help came,road,en
light morning illegal came power unsafe promised wire request cut affected people unsafe,power,en
path morning please tank office road path plot nobody path dust damaged ward damaged dust,road,en
broken dirty waste ward families blocked illegal old children drain dirty,sanitation,en
ward missing blocked drain missing broken plot title lease help please water still morning lease request,tenure,en
drain office again promised many power damaged power delayed urgent cut illegal affected blocked waste water,power,en
last broken smell land community since old missing illegal illegal promised damaged street,tenure,en
cut came wire smell nobody broken dirty affected cut month drain pipe still power,power,en
tap tank drain nobody please authority blocked title smell water area cut cut affected again dirty cut,sanitation,en
action land title pipe night tap meter tap delayed help unsafe land supply flood help,water,en
broken supply office month pipe water path night morning supply supply affected missing community,water,en
drain delayed authority waste lease drain flood flood waste many cut morning people drain,sanitation,en
title families land morning wire lease request path illegal pipe delayed supply urgent,tenure,en
please road ward dirty wire road road drain ward path,road,en
waste flood wire help many wire water smell meter tank please help promised power help power,power,en
unsafe illegal road still power wire unsafe road night community illegal since dirty damaged waste path night,power,en
again families wire dust dust people street our blocked water nobody path,road,en
month cut last tap cut tap light tap tank area blocked,power,en
unsafe street damaged road wire cut pipe waste affected road office needed road road needed,road,en
smell waste drain missing our waste road drain action tank ward drain illegal our,sanitation,en
blocked old dirty affected power dust smell plot smell again office cut title,tenure,en
wire please road last pipe water tank morning tap office water tank old,water,en
community ward street dust wire night wire unsafe water action help unsafe street cut many damaged,power,en
flood request still urgent pipe cut tank meter plot affected cut meter water pipe ward,water,en
needed dirty smell blocked pipe plot title dirty supply pipe drain dirty morning many,sanitation,en
our community supply waste promised night again title dirty drain drain dirty families,sanitation,en
smell drain land morning night came came still flood request title,sanitation,en
waste broken community night children unsafe please dirty drain blocked flood,sanitation,en
again missing land pipe illegal plot light land urgent tap plot tap still meter,tenure,en
authority meter request still path wire night affected unsafe street power cut night,power,en
wire light light power help came month meter drain wire title,power,en
dust authority flood unsafe community many action road street path cut broken action road drain,road,en
dirty cut month broken needed request land dirty community people waste waste area dirty,sanitation,en
unsafe damaged pipe street area street month authority last path morning waste blocked,road,en
water water cut broken authority water children since illegal pipe tap light tap promised please,water,en
broken road request road smell office request waste tap pipe supply road supply area pipe please,water,en
blocked pipe water children water broken urgent supply dust since damaged,water,en
water water needed meter month unsafe drain month broken again tank month area,sanitation,en
supply area office road street urgent path plot please road dust urgent our,road,en
flood dirty power smell dirty our dirty drain ward nobody dirty unsafe,sanitation,en
supply dirty still please road light dust came land water supply request unsafe,road,en
lease area light illegal light wire again meter delayed night again,power,en
dirty dirty urgent cut came dirty promised water still street month blocked pipe,water,en
land land help title promised old waste drain lease please,tenure,en
promised lease title illegal missing many road still title street delayed since,tenure,en
street road damaged dust power community dust our path area delayed path old,road,en
smell flood blocked night since nobody dirty flood dust old,sanitation,en
needed drain supply drain urgent still supply water water cut came drain urgent,sanitation,en
authority again meter month supply tank night still power dirty broken,water,en
promised morning families tap flood water month again tap broken month road cut pipe,water,en
wire street illegal power cut cut plot needed urgent morning meter power waste please came,power,en
month wire nobody urgent morning cut many illegal power dust old blocked still,power,en
last light illegal old tank water wire tap since smell area,water,en
action cut office ward cut community our illegal street plot authority tank wire,power,en
title illegal many people month land missing missing office action damaged title land,tenure,en
smell drain damaged came path road promised many path blocked again water dust,road,en
meter illegal path cut needed street request urgent meter community cut,power,en
since children power morning area wire smell meter meter delayed action unsafe people,power,en
missing water dirty nobody flood help many drain dirty area water delayed blocked promised community smell,sanitation,en
wire pipe please meter people dirty cut land water ward area power unsafe missing waste needed,power,en
flood flood children smell promised drain again children flood unsafe waste nobody power dust help plot waste,sanitation,en
our community illegal since community meter light meter light cut meter meter office damaged promised wire,power,en
wire waste broken cut request office power promised broken,power,en
broken smell wire since month many illegal light help delayed came waste power light,power,en
please children light still power community needed damaged please cut dust drain,power,en
water land pipe supply tap blocked action came affected land authority last supply cut request lease broken,water,en
street road community street office children still tank path old road,road,en
children pipe please land night street title night title office broken office dust,tenure,en
month again office unsafe drain old land missing lease illegal flood road came flood needed,tenure,en
supply authority broken month cut people smell water,water,en
tank supply still power still authority broken illegal children waste,power,en
our drain nobody pipe waste waste still since water old our flood,sanitation,en
blocked ward came pipe dirty road unsafe wire street street authority drain,road,en
power damaged pipe street pipe dirty flood families tank help families road road,road,en
delayed families children request meter tank area title old affected title,tenure,en
lease tap old affected meter lease delayed lease dirty delayed help office still nobody our land broken,tenure,en
lease supply cut authority last road land unsafe request action came plot,tenure,en
power waste tank office waste families promised came power unsafe light title cut blocked,power,en
power light request area help broken land illegal illegal month unsafe request,power,en
help path old plot road path street unsafe ward plot water missing many still,road,en
families supply cut still cut people light broken smell pipe tank action urgent urgent pipe path tap,water,en
please old missing came community request lease land tank,tenure,en
area water please people please tap request supply light damaged month water land,water,en
help smell lease waste water path smell lease missing water dust still nobody blocked nobody ward dirty,sanitation,en
please unsafe night tank please dirty dust again street night,road,en
office pipe street water area broken our many damaged many request wire water,water,en
since path street path tank illegal road path promised last path,road,en
night month people street action smell flood ward land title title delayed authority plot blocked,tenure,en
promised flood pipe help please missing water urgent tank dirty lease nobody families flood,water,en
authority unsafe light cut action plot wire wire urgent street request children,power,en
title nobody water water supply title area since water supply supply wire meter please dirty tank,water,en
street office morning unsafe tap nobody our water our promised cut water water,water,en
plot cut cut cut broken land land people nobody night lease damaged missing,tenure,en
still water last promised since dirty old smell came children waste broken,sanitation,en
last action dirty supply waste tap cut pipe pipe tap nobody supply needed,water,en
tank supply tank water blocked cut tank last delayed month night meter pipe,water,en
dirty people flood damaged wire wire light morning nobody supply affected path,power,en
wire smell illegal broken wire broken smell land people again came action illegal meter community,power,en
old came old land illegal children community land blocked title area,tenure,en
morning broken many illegal damaged waste blocked water flood morning,sanitation,en
action title broken land illegal title again missing authority authority authority missing missing flood power people,tenure,en
ward pipe supply supply missing community authority supply waste families missing tank last,water,en
path our unsafe supply illegal delayed nobody night water water ward broken supply water blocked water,water,en
tap still tap pipe month dirty cut street dust please unsafe water request,water,en
came water drain smell broken our blocked street our dirty road drain waste help,sanitation,en
lease missing plot cut land office children morning delayed,tenure,en
lease please title ward damaged missing area dirty land lease again road land affected,tenure,en
dust street request light came unsafe month blocked street flood since flood last community delayed,road,en
water came blocked ward light delayed street path ward waste blocked damaged street broken,road,en
flood waste drain flood request blocked blocked dirty office people again blocked plot,sanitation,en
unsafe office request smell children light dust dust street blocked street wire broken blocked still,road,en
wire many people damaged drain action plot broken dust meter light power unsafe,power,en
land title land again damaged area land many land action tank meter illegal,tenure,en
flood community meter needed families power damaged path damaged flood office delayed unsafe,road,en
broken flood waste tank smell again delayed missing action request delayed action delayed,sanitation,en
flood meter unsafe blocked wire many action meter authority flood many,power,en
area supply since authority supply meter supply supply land supply,water,en
ward meter street power needed cut request power power power illegal old,power,en
smell needed drain drain help community waste meter broken power drain still waste,sanitation,en
still old old morning authority night title request old land plot,tenure,en
help broken still dirty waste illegal affected tank damaged water affected drain,sanitation,en
tap families community children again pipe supply light tank,water,en
action area drain families people pipe drain nobody cut drain dirty waste ward smell,sanitation,en
meter came power illegal power urgent broken morning dust wire power title morning morning families,power,en
area action still waste families drain wire last dust blocked blocked meter power flood,sanitation,en
cut authority flood children blocked nobody waste authority cut plot since illegal waste promised drain,sanitation,en
blocked delayed light power since broken meter month help power dust power water,power,en
illegal please wire pipe again tank power ward office cut illegal broken supply,power,en
land title area promised many action title missing plot missing needed request title,tenure,en
dirty our dirty promised plot water waste authority broken water waste night tank promised,sanitation,en
road street office blocked community blocked blocked flood our road drain waste broken water,sanitation,en
title land children land many old last lease came morning illegal illegal request,tenure,en
old dust unsafe illegal old plot many light delayed unsafe came help many,tenure,en
community cut last cut street cut dust tap urgent flood flood street,water,en
many night our missing dust flood dust title path flood street request,road,en
office morning plot pipe cut again illegal power light many,power,en
old affected affected request ward land damaged land street action title plot,tenure,en
tank morning cut promised land dirty title please plot illegal plot illegal illegal,tenure,en
smell office came power meter waste nobody last cut power month drain broken light power,power,en
old dust children delayed request ward community title title delayed delayed,tenure,en
tank nobody tap month cut cut tap area cut came illegal unsafe,water,en
broken meter children needed people street children illegal path since street,power,en
still blocked path smell dirty again old nobody blocked still broken lease,sanitation,en
illegal dust power cut unsafe meter needed families cut plot still meter power,power,en
last path since our tank illegal children delayed plot path dust ward,road,en
children area missing delayed illegal old cut title again missing land,tenure,en
drain promised nobody children light waste drain blocked drain street again urgent drain drain,sanitation,en
dust children path waste unsafe blocked smell smell area unsafe month,road,en
office lease area light needed affected wire title flood night people illegal,tenure,en
dirty action lease waste blocked water water office promised drain supply illegal broken,sanitation,en
smell since affected flood drain flood blocked path morning drain authority,sanitation,en
blocked promised urgent unsafe meter street street unsafe path help road community,road,en
came meter children meter cut people illegal morning smell came water,power,en
ward damaged water lease damaged last damaged dirty street request flood waste,sanitation,en
wire affected broken blocked blocked wire promised action promised lease,power,en
delayed nobody illegal path children old area delayed cut,tenure,en
damaged supply illegal water blocked dirty affected office please water street blocked light,road,en
month waste flood smell blocked help help illegal smell area blocked drain supply still meter affected,sanitation,en
our people land land flood again please lease title land path delayed action street plot children,tenure,en
office since since supply power water action smell cut morning still unsafe wire land power,power,en
lease nobody land old last children children families land illegal ward meter,tenure,en
our many damaged flood blocked authority street again dust blocked meter meter families,road,en
came path people path blocked children illegal cut street broken,road,en
land street blocked flood damaged dirty still last street still blocked street,road,en
needed flood street light path still again dust water came last pipe wire broken street plot,road,en
needed drain authority broken waste people broken needed dust smell ward blocked children,sanitation,en
supply road request tank families lease again street street urgent,road,en
families month affected wire cut damaged since cut road unsafe affected land nobody road dust,road,en
drain dust many families smell our dust office affected street title flood,road,en
area nobody water tap since cut needed flood since dust tap authority supply,water,en
drain office land nobody children blocked community cut dirty people dirty month,sanitation,en
plot nobody plot title action plot title street dust office land street children ward needed,tenure,en
wire needed power path cut drain help pipe families illegal children families,power,en
missing last drain smell many promised action damaged waste missing water,sanitation,en
water title land delayed road path request missing unsafe lease lease urgent authority,tenure,en
delayed land needed night missing last many title illegal broken illegal needed illegal morning,tenure,en
lease lease wire last delayed nobody area month urgent street came,tenure,en
missing affected illegal illegal lease promised action flood flood delayed,tenure,en
promised water came needed old families children damaged supply broken,water,en
pipe office office last tap pipe area ward broken water drain came water pipe,water,en
families action urgent supply damaged land urgent many water broken supply dirty,water,en
help unsafe please delayed dust request light office illegal drain,power,en
smell pipe dirty cut month came cut flood urgent blocked,sanitation,en
smell drain wire blocked broken flood waste please dust drain urgent morning,sanitation,en
wire needed meter power wire cut children wire wire area waste,power,en
road nobody action month water tank request supply community supply area,water,en
light still urgent plot blocked missing action plot,tenure,en
ward promised delayed land light please smell plot land request title,tenure,en
drain night light authority promised light dirty power meter,power,en
power wire missing plot authority drain lease plot many our plot came lease,tenure,en
path last road request dust damaged night families unsafe flood street children authority waste pipe,road,en
help smell dirty came community drain dirty waste old,sanitation,en
unsafe wire illegal tap people light night people morning urgent unsafe power,power,en
since promised flood still urgent land meter wire month light street,power,en
morning meter please flood title again came smell power wire power morning light power since,power,en
morning power dust urgent drain nobody authority affected drain illegal road ward flood flood waste,sanitation,en
dust families tank pipe promised promised missing pipe authority pipe community wire,water,en
plot children road road dust street dust families children power still path title,road,en
request still supply nobody children lease families power meter lease plot plot title land water light,tenure,en
authority illegal blocked broken blocked path waste drain request still waste damaged street blocked,road,en
water title road flood still waste promised came broken dust smell blocked,sanitation,en
illegal families water water pipe nobody request dirty pipe dirty tap,water,en
again blocked road plot many area road power children flood,road,en
children cut month water power old supply affected nobody tank water promised tank help,water,en
drain affected our old ward damaged still community flood water tank ward,sanitation,en
waste unsafe last affected night drain illegal still light path meter light our nobody meter,power,en
